"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","age_num","na_count"
"Jove-Adult","blue-collar","single","basic","no","no","no","telephone","may","fri",479,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",29,0
"Jove-Adult","technician","married","university.degree","no","no","no","telephone","may","tue",116,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",34,0
"Jove-Adult","management","married","university.degree",NA,"no","no","telephone","may","tue",448,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",41,2
"Jove-Adult","admin.","single","high.school","no","no","no","telephone","may","tue",109,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",26,0
"Jove-Adult","admin.","single","high.school","no","no","no","telephone","may","tue",142,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",30,0
"Jove-Adult","management","single","university.degree","no","no","no","telephone","may","tue",169,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",31,0
"Jove-Adult","admin.","single","high.school","no","yes","no","telephone","may","thu",132,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",40,0
"Jove-Adult","services","married","high.school","no","yes","no","telephone","may","fri",153,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",37,0
"Adult","unemployed","married","basic","no","yes","no","telephone","may","thu",200,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",54,0
"Jove-Adult","self-employed","married","basic","no","no","no","telephone","may","mon",249,4,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",45,0
"Jove-Adult","technician","married","high.school","no","yes","no","telephone","may","tue",168,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",45,0
"Adult","admin.","married","university.degree","no","no","no","telephone","may","tue",172,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",54,0
"Jove-Adult","admin.","single","high.school","no","no","no","telephone","may","thu",149,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",29,0
"Adult","admin.","married","university.degree","no","no","yes","telephone","may","mon",327,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",48,0
"Jove-Adult","admin.","married","high.school","no","yes","yes","telephone","may","fri",295.373294460285,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",26,1
"Jove-Adult","technician","single","basic",NA,"yes","no","telephone","may","thu",58,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",30,1
"Adult","blue-collar","married","basic","no","yes","no","telephone","may","wed",166,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",53,0
"Adult","admin.","married","university.degree","no","no","no","telephone","may","fri",279,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",59,0
"Jove-Adult","unemployed","single","university.degree",NA,"yes","yes","telephone","may","mon",217,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,1
"Jove-Adult","blue-collar","single","basic","no","yes","no","telephone","may","tue",182,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",31,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","wed",112,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",41,1
"Adult","technician","married","professional.course","no","no","no","telephone","may","thu",63,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",49,0
"Adult","blue-collar","married","basic",NA,"no","no","telephone","may","tue",853,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",54,1
"Jove-Adult","admin.","married","university.degree",NA,"yes","no","telephone","may","wed",103,4,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",42,1
"Adult","management","divorced","high.school",NA,"no","no","telephone","may","mon",124,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",49,1
"Jove-Adult","admin.","married","basic","no","yes","no","telephone","may","tue",29,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",45,0
"Adult","blue-collar","divorced","basic",NA,"no","no","telephone","may","tue",106,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",48,1
"Adult","management","divorced","university.degree","no","no","no","telephone","may","mon",89,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",47,0
"Adult","blue-collar","married","basic","no","yes","no","telephone","may","tue",318,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",58,0
"Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","tue",67,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",49,1
"Jove-Adult","admin.","single","basic","no","yes","no","telephone","may","thu",210,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",35,0
"Adult","admin.","married","university.degree",NA,"yes","no","telephone","may","tue",13,6,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",53,1
"Jove-Adult","blue-collar","single","basic",NA,"no","no","telephone","may","wed",294,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",38,1
"Adult","services","married","high.school","no","yes","no","telephone","may","mon",229,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",54,1
"Jove-Adult","technician","married","professional.course","no","yes","no","telephone","may","wed",254,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",37,0
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","may","tue",210,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",33,1
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","mon",146,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,0
"Jove-Adult","admin.","married","high.school","no","yes","no","telephone","may","tue",135,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",43,0
"Jove-Adult","blue-collar","divorced","basic","no","yes","no","telephone","may","mon",189,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",42,0
"Jove-Adult","admin.","married","high.school","no","yes","no","telephone","may","wed",157,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",35,0
"Adult","technician","married","basic","no","no","no","telephone","may","thu",207,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",54,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","mon",102,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",34,0
"Jove-Adult","admin.","single","university.degree","no","no","no","telephone","may","mon",51,9,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",42,1
"Jove-Adult","technician","married","high.school","no","yes","no","telephone","may","mon",79,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",45,0
"Adult","technician","married","basic","no","yes","no","telephone","may","mon",143,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",56,0
"Jove-Adult","self-employed","single","university.degree","no","yes","no","telephone","may","mon",150,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",34,0
"Jove-Adult","admin.","single","basic","no","yes","no","telephone","may","mon",57,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","tue",481,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",40,1
"Adult","unemployed","married","high.school",NA,"yes","no","telephone","may","mon",151,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",52,1
"Jove-Adult","admin.","divorced","high.school",NA,"yes","no","telephone","may","wed",800,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",44,1
"Jove-Adult","management","married","university.degree","no","no","no","telephone","may","wed",984,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",34,0
"Jove-Adult","self-employed","married","high.school",NA,"yes","no","telephone","may","fri",206,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",43,1
"Jove-Adult","management","married","basic",NA,"no","no","telephone","may","tue",427,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",40,3
"Jove-Adult","unemployed","married","professional.course","no","no","no","telephone","may","mon",67,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,0
"Jove-Adult","technician","single","university.degree","no","no","no","telephone","may","tue",137,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",38,0
"Jove-Adult","admin.","single","high.school","no","yes","no","telephone","may","tue",1052,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",29,0
"Jove-Adult","self-employed","married","university.degree","no","yes","no","telephone","may","tue",135,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",36,0
"Jove-Adult","technician","single","professional.course","no","yes","yes","telephone","may","thu",337,4,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",28,0
"Adult","services","married","high.school","no","yes","no","telephone","may","wed",333,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",60,1
"Adult","technician","single","basic","no","no","no","telephone","may","mon",10,4,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",47,0
"Adult","management","married","university.degree","no","no","no","telephone","may","mon",461,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",57,0
"Adult","blue-collar","married","basic","no","yes","yes","telephone","may","thu",289,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",48,0
"Jove-Adult","services","single","high.school","no","no","no","telephone","may","mon",456,6,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",31,2
"Jove-Adult","admin.","single","high.school","no","no","no","telephone","may","tue",315,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",30,0
"Jove-Adult","blue-collar","single","basic",NA,"yes","no","telephone","may","wed",99,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",28,2
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","mon",88,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",33,1
"Jove-Adult","blue-collar","single","basic","no","yes","no","telephone","may","wed",198,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",35,0
"Jove-Adult","admin.","married","high.school","no","yes","no","telephone","may","mon",166,4,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",37,0
"Jove-Adult","technician","married","professional.course","no","no","no","telephone","may","tue",1906,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",32,0
"Jove-Adult","blue-collar","single","basic",NA,"no","yes","telephone","may","wed",70,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",38,2
"Adult","technician","single","professional.course","no","yes","no","telephone","may","mon",111,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",53,0
"Jove-Adult","admin.","married","university.degree","no","no","no","telephone","may","wed",225,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",31,0
"Jove-Adult","admin.","married","high.school","no","yes","no","telephone","may","tue",29,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",29,0
"Adult","blue-collar","married","professional.course","no","no","no","telephone","may","fri",245,4,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",48,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","wed",191,4,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",42,1
"Jove-Adult","admin.","single","university.degree","no","yes","yes","telephone","may","wed",174,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",31,0
"Jove-Adult","unemployed","married","university.degree","no","no","yes","telephone","may","thu",352,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",28,0
"Jove-Adult","unemployed","married","basic","no","no","no","telephone","may","tue",213,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",33,0
"Jove-Adult","technician","married","professional.course",NA,"no","yes","telephone","may","fri",203,4,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",44,1
"Jove-Adult","admin.","married","professional.course","no","yes","no","telephone","may","mon",300,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",44,0
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","fri",171,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",35,2
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","tue",390,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",37,1
"Adult","blue-collar","married","basic","no","yes","no","telephone","may","tue",3,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",49,0
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","may","tue",114,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",39,1
"Adult","admin.","married","university.degree","no","no","no","telephone","may","fri",1461,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",56,0
"Jove-Adult","admin.","married","university.degree","no","yes","no","telephone","may","mon",120,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",36,0
"Adult","self-employed","married","basic","no","yes","no","telephone","may","thu",82,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",60,0
"Jove-Adult","services","married","high.school",NA,"yes","yes","telephone","may","tue",41,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",41,1
"Adult","technician","divorced","basic","no","yes","no","telephone","may","thu",128,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",46,0
"Jove-Adult","admin.","married","high.school","no","yes","no","telephone","may","fri",125,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",33,0
"Adult","unemployed","married","basic","no","no","no","telephone","may","mon",136,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",56,0
"Adult","unemployed","single","high.school","no","no","no","telephone","may","mon",1266,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",57,2
"Jove-Adult","admin.","single","university.degree",NA,"no","no","telephone","may","tue",215,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",32,1
"Adult","unemployed","married","university.degree","no","yes","no","telephone","may","tue",383,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",57,0
"Jove-Adult","admin.","divorced","high.school","no","no","no","telephone","may","mon",364,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",33,0
"Jove-Adult","admin.","married","basic","no","no","no","telephone","may","thu",93,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",32,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","yes","telephone","may","thu",369,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",33,1
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","tue",326,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",42,1
"Jove-Adult","self-employed","single","professional.course",NA,"yes","yes","telephone","may","tue",94,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",43,1
"Jove-Adult","self-employed","married","professional.course","no","no","no","telephone","may","thu",626,6,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",44,0
"Jove-Adult","blue-collar","married","basic","no","yes","yes","telephone","may","fri",117,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",30,0
"Jove-Adult","technician","married","professional.course","no","no","no","telephone","may","fri",126,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",39,0
"Adult","management","married","university.degree",NA,"no","no","telephone","may","tue",191,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",56,1
"Jove-Adult","unemployed","married","basic","no","no","no","telephone","may","wed",92,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",38,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","thu",215,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",43,1
"Adult","unemployed","divorced","high.school","no","no","no","telephone","may","fri",177,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",50,0
"Adult","self-employed","married","university.degree","no","no","no","telephone","may","fri",61,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",52,0
"Jove-Adult","technician","married","university.degree","no","yes","yes","telephone","may","tue",232,4,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",36,0
"Adult","services","married","high.school","no","yes","no","telephone","may","fri",344,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",49,0
"Jove-Adult","blue-collar","single","basic","no","no","no","telephone","may","tue",122,7,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",32,0
"Jove-Adult","management","single","university.degree","no","no","no","telephone","may","mon",248,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",34,0
"Jove-Adult","management","married","professional.course","no","no","no","telephone","may","wed",764,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",43,0
"Jove-Adult","services","married","professional.course","no","yes","no","telephone","may","mon",221,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",45,0
"Jove-Adult","unemployed","single","university.degree",NA,"no","no","telephone","may","tue",172,5,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,1
"Jove-Adult","unemployed","single","university.degree","no","no","no","telephone","may","tue",160,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",40,0
"Adult","blue-collar","married","basic","no","no","no","telephone","may","thu",246,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",46,0
"Jove-Adult","self-employed","single","basic",NA,"yes","yes","telephone","may","tue",90,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",39,1
"Jove-Adult","management","married","basic","no","no","no","telephone","may","mon",200,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",41,0
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","thu",21,9,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",38,0
"Jove-Adult","blue-collar","divorced","basic","no","yes","no","telephone","may","wed",110,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",40,1
"Adult","admin.","married","high.school","no","no","no","telephone","may","mon",160,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",54,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","yes","telephone","may","tue",427,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",39,1
"Jove-Adult","admin.","divorced","university.degree",NA,"no","no","telephone","may","thu",249,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",30,1
"Jove-Adult","admin.","married","university.degree",NA,"yes","yes","telephone","may","thu",91,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",40,1
"Jove-Adult","services","married","basic","no","yes","no","telephone","may","thu",297,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",31,0
"Jove-Adult","self-employed","married","university.degree","no","no","no","telephone","may","wed",130,4,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",41,0
"Jove-Adult","admin.","single","university.degree","no","yes","no","telephone","may","wed",217,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",26,0
"Adult","services","single","high.school",NA,"yes","no","telephone","may","tue",196,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",48,1
"Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","mon",48,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",57,3
"Adult","blue-collar","divorced","basic","no","yes","no","telephone","may","mon",254,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",58,0
"Jove-Adult","services","married","high.school",NA,"yes","no","telephone","may","wed",349,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",45,1
"Jove","services","single","high.school","no","yes","no","telephone","may","fri",64,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",24,0
"Adult","admin.","married","university.degree","no","no","no","telephone","may","thu",42,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",47,0
"Adult","technician","married","high.school","no","yes","no","telephone","may","mon",503,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",52,0
"Jove-Adult","admin.","single","university.degree","no","yes","no","telephone","may","fri",122,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",33,0
"Adult","services","divorced","professional.course","no","yes","no","telephone","may","mon",150,7,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",51,0
"Adult","blue-collar","married","basic",NA,"no","yes","telephone","may","thu",422,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",54,1
"Adult","unemployed","married","university.degree","no","no","no","telephone","may","mon",132,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",58,0
"Jove-Adult","admin.","single","university.degree","no","yes","no","telephone","may","wed",1273,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",29,0
"Jove-Adult","services","married","high.school",NA,"no","no","telephone","may","mon",255,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",40,1
"Adult","self-employed","married","basic",NA,"yes","no","telephone","may","tue",289,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",48,1
"Adult","unemployed","married","university.degree","no","no","no","telephone","may","tue",916,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",59,0
"Adult","unemployed","married","university.degree",NA,"no","no","telephone","may","thu",207,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",55,1
"Jove-Adult","unemployed","single","university.degree","no","no","no","telephone","may","thu",107,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",32,0
"Adult","technician","married","university.degree","no","yes","no","telephone","may","fri",162,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",50,0
"Adult","management","married","university.degree",NA,"yes","no","telephone","may","tue",289,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",48,1
"Adult","admin.","married","basic","no","yes","no","telephone","may","mon",158,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",56,0
"Adult","technician","married","professional.course",NA,"yes","no","telephone","may","tue",383,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",53,1
"Jove-Adult","services","married","professional.course",NA,"no","no","telephone","may","mon",311,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",30,1
"Adult","blue-collar","married","basic",NA,"no","no","telephone","may","fri",342,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",56,1
"Jove-Adult","blue-collar","single","basic",NA,"yes","no","telephone","may","mon",379,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",36,1
"Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","tue",79,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",52,1
"Jove-Adult","technician","single","university.degree","no","no","no","telephone","may","wed",336,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",43,0
"Jove","management","single","university.degree","no","yes","no","telephone","may","mon",165,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",24,0
"Jove-Adult","services","married","high.school","no","no","no","telephone","may","mon",962,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",34,0
"Adult","management","single","university.degree","no","no","no","telephone","may","tue",98,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",46,0
"Jove-Adult","management","married","university.degree","no","no","yes","telephone","may","fri",70,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",33,0
"Jove-Adult","services","married","basic","no","yes","no","telephone","may","wed",492,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",31,0
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","may","tue",472,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",44,1
"Jove-Adult","technician","married","basic","no","yes","no","telephone","may","tue",705,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",42,0
"Jove-Adult","technician","married","high.school","no","no","no","telephone","may","mon",361,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",42,0
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","tue",302,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",39,0
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","may","tue",267,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",36,1
"Jove-Adult","services","married","high.school","no","yes","no","telephone","may","tue",276,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",45,0
"Adult","unemployed","divorced","basic","no","yes","no","telephone","may","wed",517,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",59,0
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","thu",108,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",39,0
"Adult","technician","married","professional.course","no","yes","yes","telephone","may","mon",246,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",51,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","mon",164,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",42,1
"Jove-Adult","blue-collar","married","basic","no","no","yes","telephone","may","thu",261,5,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",41,0
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","may","tue",39,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",32,2
"Jove-Adult","blue-collar","single","basic","no","no","no","telephone","may","fri",557,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",28,0
"Adult","blue-collar","married","basic","no","no","no","telephone","may","thu",156,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",52,1
"Jove-Adult","admin.","single","high.school",NA,"no","no","telephone","may","tue",215,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",39,1
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","mon",345,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",37,0
"Adult","admin.","single","basic","no","no","no","telephone","may","mon",303,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",51,0
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","tue",768,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",43,0
"Jove-Adult","admin.","married","basic","no","yes","no","telephone","may","tue",179,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,0
"Jove-Adult","management","single","university.degree","no","yes","no","telephone","may","wed",254,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",31,0
"Adult","blue-collar","married","basic","no","yes","no","telephone","may","thu",211,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",48,0
"Adult","technician","married","basic",NA,"yes","no","telephone","may","tue",272,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",56,3
"Jove-Adult","management","married","basic","no","no","no","telephone","may","fri",117,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",36,0
"Adult","unemployed","single","high.school","no","yes","no","telephone","may","mon",342,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",55,0
"Jove-Adult","admin.","single","university.degree","no","no","no","telephone","may","thu",342,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",33,0
"Jove-Adult","admin.","married","high.school",NA,"yes","no","telephone","may","tue",101,1.99606175935421,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",31,2
"Jove-Adult","technician","divorced","professional.course","no","no","no","telephone","may","mon",151,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",40,0
"Jove-Adult","services","single","professional.course","no","no","no","telephone","may","thu",182,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",33,0
"Jove-Adult","unemployed","married","professional.course","no","no","no","telephone","may","thu",140,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",37,0
